date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:45:01	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2016%20Jan%202023%2012:45:01%20GMT	https://plaiaundi.hezkuntza.net/es/departamentos	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/departamentos	(from https://plaiaundi.hezkuntza.net/es/)
13:45:01	28556/28556	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2012:45:01%20GMT	https://plaiaundi.hezkuntza.net/es/calendarios-horarios-y-guias	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/calendarios-horarios-y-guias.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:01	28804/28804	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2012:44:58%20GMT	https://plaiaundi.hezkuntza.net/es/accidente_escolar	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/accidente_escolar.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:02	39984/39984	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2012:45:01%20GMT	https://plaiaundi.hezkuntza.net/es/admingest	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/admingest.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:03	43518/43518	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2012:45:02%20GMT	https://plaiaundi.hezkuntza.net/es/transporte	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/transporte.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:03	46655/46655	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2012:45:02%20GMT	https://plaiaundi.hezkuntza.net/es/informatica	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/informatica.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:03	47176/47176	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2012:45:02%20GMT	https://plaiaundi.hezkuntza.net/es/sanitario	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/sanitario.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:04	48938/48938	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2012:45:03%20GMT	https://plaiaundi.hezkuntza.net/es/sercom	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/sercom.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:04	35197/35197	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2012:45:03%20GMT	https://plaiaundi.hezkuntza.net/es/fol	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/fol.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:04	42561/42561	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2012:45:04%20GMT	https://plaiaundi.hezkuntza.net/es/idiomas	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/idiomas.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:05	31484/31484	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2012:45:04%20GMT	https://plaiaundi.hezkuntza.net/es/proyectos	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/proyectos.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:06	36244/36244	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2012:45:05%20GMT	https://plaiaundi.hezkuntza.net/es/ethazi	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/ethazi.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:07	27311/27311	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2012:45:06%20GMT	https://plaiaundi.hezkuntza.net/es/servicio-de-mediacion	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/servicio-de-mediacion.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:07	42778/42778	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2012:45:05%20GMT	https://plaiaundi.hezkuntza.net/es/erasmus	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/erasmus.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:08	13371/13371	---M--	200	added ('OK')	image/jpeg	etag:%22343b-5a8aa1fdc6f00%22	https://plaiaundi.eus/ImagenesPortada/Tramites.jpg	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.eus/ImagenesPortada/Tramites.jpg	(from https://plaiaundi.hezkuntza.net/es/)
13:45:08	34111/34111	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2012:45:07%20GMT	https://plaiaundi.hezkuntza.net/es/orientacion	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/orientacion.html	(from https://plaiaundi.hezkuntza.net/es/)
13:45:08	26437/26437	---MC-	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202023%2012:45:07%20GMT	https://plaiaundi.hezkuntza.net/es/empleo	C:/Users/plaiaundi/Downloads/a/A/plaiaundi.hezkuntza.net/es/empleo.html	(from https://plaiaundi.hezkuntza.net/es/)
